"","denovo66","denovo174","denovo175","denovo170","denovo673","denovo253","denovo102","denovo165","denovo164","denovo167","denovo166","denovo161","denovo160","denovo163","denovo207","denovo365","denovo363","denovo362","denovo360","denovo369","denovo368","denovo92","denovo47","denovo337","denovo103","denovo371","denovo534","denovo532","denovo539","denovo254","denovo248","denovo249","denovo240","denovo241","denovo242","denovo243","denovo244","denovo245","denovo246","denovo63","denovo64","denovo98","denovo27","denovo26","denovo226","denovo224","denovo223","denovo473","denovo472","denovo471","denovo477","denovo475","denovo474","denovo479","denovo478","denovo138","denovo132","denovo130","denovo131","denovo136","denovo137","denovo134","denovo81","denovo83","denovo331","denovo333","denovo338","denovo187","denovo334","denovo335","denovo330","denovo339","denovo91","denovo96","denovo24","denovo23","denovo22","denovo21","denovo408","denovo271","denovo270","denovo273","denovo272","denovo275","denovo274","denovo277","denovo276","denovo279","denovo278","denovo93","denovo94","denovo238","denovo13","denovo17","denovo15","denovo162","denovo169","denovo36","denovo33","denovo38","denovo39","denovo220","denovo428","denovo420","denovo421","denovo422","denovo423","denovo424","denovo425","denovo426","denovo427","denovo218","denovo384","denovo387","denovo386","denovo381","denovo380","denovo383","denovo382","denovo389","denovo388","denovo653","denovo656","denovo655","denovo366","denovo364","denovo361","denovo601","denovo168","denovo143","denovo142","denovo147","denovo146","denovo145","denovo144","denovo309","denovo308","denovo304","denovo301","denovo300","denovo302","denovo232","denovo518","denovo519","denovo515","denovo516","denovo510","denovo511","denovo512","denovo513","denovo78","denovo79","denovo71","denovo75","denovo499","denovo491","denovo490","denovo493","denovo494","denovo497","denovo496","denovo77","denovo722","denovo84","denovo104","denovo86","denovo80","denovo82","denovo69","denovo68","denovo62","denovo61","denovo60","denovo67","denovo65","denovo237","denovo231","denovo230","denovo228","denovo229","denovo222","denovo221","denovo590","denovo593","denovo599","denovo531","denovo411","denovo410","denovo413","denovo412","denovo415","denovo414","denovo417","denovo416","denovo419","denovo418","denovo325","denovo324","denovo329","denovo391","denovo399","denovo110","denovo111","denovo112","denovo113","denovo114","denovo115","denovo117","denovo118","denovo119","denovo352","denovo353","denovo350","denovo351","denovo356","denovo357","denovo354","denovo355","denovo358","denovo6","denovo7","denovo34","denovo35","denovo30","denovo31","denovo32","denovo524","denovo527","denovo526","denovo523","denovo227","denovo225","denovo306","denovo199","denovo190","denovo191","denovo192","denovo193","denovo194","denovo195","denovo196","denovo197","denovo543","denovo1","denovo3","denovo4","denovo5","denovo8","denovo9","denovo257","denovo256","denovo251","denovo250","denovo259","denovo258","denovo771","denovo566","denovo18","denovo19","denovo10","denovo359","denovo73","denovo448","denovo449","denovo446","denovo447","denovo445","denovo442","denovo443","denovo440","denovo441","denovo129","denovo128","denovo121","denovo120","denovo123","denovo122","denovo125","denovo124","denovo127","denovo126","denovo90","denovo97","denovo95","denovo99","denovo141","denovo579","denovo576","denovo214","denovo219","denovo87","denovo313","denovo158","denovo154","denovo152","denovo323","denovo322","denovo321","denovo320","denovo327","denovo326","denovo692","denovo89","denovo247","denovo288","denovo289","denovo284","denovo285","denovo286","denovo287","denovo280","denovo281","denovo282","denovo283","denovo528","denovo40","denovo42","denovo44","denovo46","denovo48","denovo316","denovo317","denovo314","denovo315","denovo310","denovo205","denovo206","denovo209","denovo437","denovo436","denovo435","denovo434","denovo433","denovo432","denovo431","denovo430","denovo439","denovo438","denovo140","denovo660","denovo41","denovo43","denovo49","denovo177","denovo172","denovo173","denovo178","denovo179","denovo200","denovo378","denovo370","denovo372","denovo373","denovo374","denovo375","denovo376","denovo377","denovo208","denovo204","denovo201","denovo202","denovo203","denovo100","denovo509","denovo508","denovo502","denovo500","denovo507","denovo506","denovo70","denovo72","denovo74","denovo76","denovo239","denovo235","denovo234","denovo236","denovo233","denovo581","denovo586","denovo465","denovo466","denovo460","denovo461","denovo462","denovo463","denovo468","denovo469","denovo109","denovo108","denovo107","denovo106","denovo105","denovo101","denovo2","denovo149","denovo148","denovo341","denovo343","denovo342","denovo345","denovo344","denovo347","denovo346","denovo349","denovo348","denovo255","denovo252","denovo554","denovo557","denovo559","denovo550","denovo186","denovo185","denovo184","denovo183","denovo182","denovo181","denovo180","denovo189","denovo188","denovo305","denovo307","denovo303","denovo263","denovo260","denovo261","denovo266","denovo267","denovo264","denovo268","denovo269","denovo311","denovo25","denovo20","denovo29","denovo28","denovo45","denovo470","denovo476","denovo58","denovo59","denovo54","denovo459","denovo458","denovo454","denovo457","denovo456","denovo451","denovo450","denovo453","denovo452","denovo396","denovo394","denovo395","denovo392","denovo393","denovo390","denovo398","denovo644","denovo641","denovo642","denovo139","denovo133","denovo217","denovo215","denovo569","denovo159","denovo155","denovo156","denovo157","denovo150","denovo151","denovo153","denovo318","denovo319","denovo312","denovo116","denovo135","denovo299","denovo298","denovo293","denovo292","denovo291","denovo290","denovo297","denovo296","denovo295","denovo294","denovo488","denovo489","denovo482","denovo483","denovo480","denovo481","denovo486","denovo487","denovo484","denovo485","denovo732","denovo16","denovo85","denovo88","denovo56","denovo57","denovo55","denovo52","denovo53","denovo50","denovo51","denovo12","denovo11","denovo14","denovo213","denovo212","denovo211","denovo210","denovo216","denovo37","denovo405","denovo402","denovo403","denovo400","denovo401","denovo406","denovo407","denovo404","denovo409"
"Cancer11.2573",662,19,0,1,0,0,0,150,0,0,1,0,0,1,0,0,0,0,0,0,16,78,25,0,1087,0,62,0,0,0,44,0,16,0,3,0,0,0,0,0,15,1798,1,75,0,0,0,0,0,0,21,35,0,1,0,6,0,27,1250,0,11,0,20,50,0,0,35,10,0,0,0,0,0,0,344,0,5,2,0,0,0,0,0,0,124,0,3,0,0,0,1,0,4,0,532,0,15,2,70,886,2141,0,0,0,281,0,0,0,0,0,0,68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,1,0,0,2,2,0,10,0,5,0,0,0,0,0,97,0,0,142,81,33,0,11,9,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,5,0,0,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,10,0,0,2,0,7,1,0,0,46,0,1,1,533,0,4142,491,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2327,23,3,5084,143,945,0,2,416,168,6,0,0,0,0,14,71,26,743,0,0,0,0,0,0,0,0,0,0,1,0,45,0,1,0,14,0,0,1,0,1117,0,2,0,50,0,0,0,0,0,0,407,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,10,0,0,19,0,25,0,11,2252,783,0,0,0,20,0,0,0,12,0,0,0,86,137,0,0,4,0,0,0,0,507,1,0,0,0,0,0,0,30,0,0,0,0,65,0,0,0,0,0,0,138,41,35,0,0,0,0,0,0,0,1,0,0,173,0,0,0,0,0,0,0,0,31,0,0,212,7,0,0,1,1,0,0,214,12116,0,0,0,0,1,25,0,12,0,0,110,7,0,0,0,0,0,0,0,0,0,38,14,0,206,0,51,0,0,0,0,3,56,0,0,1,1,1,0,0,0,0,134,39,0,0,0,2,5,2,0,2,0,0,0,0,0,0,42,47,0,0,0,0,0,0,0,0,5,473,0,0,32,0,0,0,0,154,0,0,0,0,0,0,0,6,0,0,0,0,0,0,179,0,13,0,0,0,0,0,2,0,0,0,0,16964,0,0,0,0,8,828,25,5,2,3088,503,2542,0,0,0,0,47,139,0,0,0,6,1,1,0,0,0
"Cancer12.2575",232,0,0,0,0,0,0,35,0,0,0,27,0,0,0,30,0,0,0,0,6,5,0,22,195,0,0,0,8,0,1,0,0,0,0,0,0,0,21,0,24,26,3,1241,21,0,0,0,0,0,0,0,0,0,0,1,0,120,27,0,1,0,2,4,0,0,8,9,0,0,0,16,0,0,171,0,0,0,0,0,0,1,0,0,14,0,1,0,0,1,0,0,0,0,925,0,1,2,0,4,24,0,0,0,9,0,0,0,0,0,0,57,0,0,3,0,0,0,0,3,0,0,4,0,0,0,5,0,0,0,0,0,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,93,0,0,392,9,364,71,4,120,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,4,0,9,0,0,0,22,0,3,0,0,0,0,0,533,0,10,0,1,0,0,9,0,0,0,0,0,10,0,0,0,1183,1,1,1244,4706,6,11,0,0,0,0,117,0,0,25,0,2,6,11,0,0,0,6997,12,455,66,4,997,2,0,0,8,2,0,0,0,1,1484,602,5,0,0,1,0,0,0,0,0,0,0,0,0,0,2,242,0,0,5,0,0,1,0,0,0,4,0,0,0,23,2,0,0,0,53,0,0,0,0,0,0,0,20,0,0,0,0,114,46,0,6,1,0,0,41,0,0,2505,0,15,0,0,94,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,3735,0,0,0,0,0,231,472,0,0,0,3,7,18,0,0,56,0,0,0,5,157,0,0,0,0,0,0,745,28,93,79,0,0,0,2494,0,0,0,0,0,2,0,0,0,1,0,0,0,288,0,0,0,1020,23,0,0,0,0,0,0,1,36,0,2,6,0,0,0,0,0,0,51,1,0,33,0,0,21,0,16,0,48,0,0,0,16,0,0,3,0,0,2,0,0,0,656,4,0,1,172,0,0,0,0,0,0,0,1,0,0,123,0,0,0,0,0,0,0,0,0,0,0,1,0,6,391,0,0,0,0,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,6,0,4,0,0,0,2,0,0,11,0,1323,1,0,0,1,0,1,0,0,1346,1,823,1905,0,0,0,0,117,59,11,0,0,11,0,0,1,0,0
"Cancer13.2579",159,69,0,0,0,0,0,0,0,74,234,1,0,0,0,1,0,0,0,0,2,316,4,0,451,17,2,0,32,0,37,0,34,0,9,0,0,0,11,0,11,59,11425,29,0,0,0,0,0,1,2,0,0,2,0,29,0,0,24,0,102,0,49,20,0,0,12,10,0,0,0,8,0,0,0,0,0,354,1,0,0,0,0,0,80,1,13,0,0,0,304,662,0,6,1255,64,87,0,118,219,0,0,0,0,102,0,0,9,0,0,0,306,0,1,24,0,0,0,6,467,0,0,4,0,0,0,0,0,13,0,0,0,108,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,32,0,5,1,3,5,0,0,0,1,64,0,528,71,285,43,0,3,241,0,0,1,51,2,8,0,23,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,72,0,0,0,0,1,877,0,0,0,75,166,0,0,0,42,0,3,0,249,522,1,13,1,0,349,1,71,482,2,0,11,0,0,0,0,0,0,0,67,1,2,14,30,0,0,0,4936,2953,2932,184,1026,307,16,0,23,11,1,0,0,0,171,1213,4635,6,1,0,0,0,0,0,0,0,11,0,0,0,0,229,35,0,1819,117,0,0,320,25,0,0,66,0,0,0,0,10,0,0,0,209,0,0,0,0,30,0,0,15,0,0,0,0,0,0,0,6,1,0,0,0,541,1,1,0,51,0,0,0,0,26,0,0,87,0,3,300,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,35,0,0,0,0,0,1,1,4,0,0,1,0,0,0,5,0,0,0,0,0,16,0,205,7,264,215,149,0,9,0,0,0,0,0,11,41,0,0,0,2,0,0,0,13,0,0,1,2509,0,0,0,0,0,4,0,18,16,0,0,43,1,0,0,0,0,1,0,0,0,37,43,0,0,2,20,0,0,0,0,0,15,0,0,0,0,0,761,849,0,0,0,0,3,0,0,0,24,0,0,0,3,0,0,0,0,250,0,30,24,0,0,0,0,0,0,0,37,40,0,0,71,0,169,0,0,27,0,0,0,0,0,0,0,50,0,0,1,0,0,0,85,0,10,0,55,0,0,0,0,1,0,0,4,1,145,0,0,27,0,2,3194,3,1,2048,20,2259,2,0,0,0,46,55,12,0,1,9,0,13,0,0,0
"Cancer14.2611",3,0,1,0,0,0,0,12,0,27,87,44,0,0,0,0,0,0,0,0,0,0,445,16,0,14,2,0,5,0,0,0,26,0,0,0,0,0,8,0,82,2,1,0,0,0,0,0,0,2,2,1,0,13,0,0,0,0,0,1,0,0,158,0,0,0,1,0,0,49,0,0,2890,2,120,0,239,543,1,0,730,0,0,0,1,1,0,0,1,0,0,0,0,0,103,24,4,1,83,107,52,0,0,0,11,0,0,0,0,0,756,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,0,0,47,47,219,0,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33,0,1,0,0,0,0,0,1,4,1,0,0,0,0,0,3,0,0,83,0,592,16,360,40,5,0,1,0,1,3,0,28,9,30,0,0,0,0,0,0,0,13,1,0,1,0,0,0,0,0,0,0,0,0,21,11,3,0,21,0,69,0,0,16,0,0,1,0,0,0,0,12,547,97,0,41,99,443,0,0,0,0,0,140,0,7,0,18,1,1,2,0,0,14,0,114,1599,669,2203,874,19,59,88,5,8,0,0,0,0,2115,489,1273,4,92,0,0,0,0,0,0,0,0,0,0,48,0,0,0,1268,1,0,0,3,0,0,21,0,0,14,0,0,2,263,0,0,385,0,0,6,0,0,0,0,0,11,0,0,0,0,10,3,1,0,302,0,0,0,5,17013,0,9,1,0,0,3,0,64,141,36,0,0,0,0,0,0,0,0,132,40,4,0,0,59,0,0,13,0,0,0,33,29,0,0,1,1,0,0,0,9,0,0,0,0,0,36,0,0,0,0,0,0,218,563,16,6,89,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,47,454,54,52,0,0,0,0,0,8,0,0,1,0,0,12,0,0,0,308,0,19,0,5,32,0,0,25,19,0,178,0,0,0,0,0,0,0,0,23,853,53,1978,259,8,0,76,0,1396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,1418,2,14,0,0,0,283,95,148,21,0,0,0,0,0,0,4,0,0,0,55,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,2049,0,96,0,1,0,352,1902,10,25,4,96,728,0,0,0,0,12,2,8,303,0,0,0,24,0,0,2
"Cancer15.2613",113,0,163,0,0,0,0,0,0,5,37,64,0,0,0,4,13,0,0,486,0,0,0,0,0,0,0,537,4,0,0,0,6,0,0,0,0,0,3,0,30,106,2116,3,12,0,0,0,0,2,0,3,0,0,0,1,10,0,0,370,0,0,280,2,70,0,1,1,0,28,0,0,0,0,39,1,0,243,0,0,355,0,0,0,3,1,31,0,0,2,1,2,0,0,391,1,5,167,59,200,91,0,0,0,24,0,0,30,0,0,0,3,0,0,0,3,0,0,2,0,141,0,0,0,0,0,3,0,72,0,0,83,7,0,0,0,0,112,232,17,0,0,0,0,0,0,0,1,0,0,2,0,0,783,0,3,32,1,3,0,4,196,0,3,0,174,0,0,23,215,32,453,0,0,0,0,0,0,0,11,1,5,0,0,0,0,0,0,0,0,11,0,1,170,34,20,1,2,1,0,0,98,25,0,30,0,284,0,0,0,0,0,0,52,0,0,0,0,1,4752,6902,0,1,463,1,0,17,4,0,0,0,44,9,0,295,9,0,23,16,6,0,0,0,1725,343,156,7,6,459,9,59,25,14,0,72,0,0,0,346,243,2,279,16,0,0,0,0,0,0,0,0,0,7,58,0,0,0,1,0,261,0,0,125,64,0,0,0,0,0,11,0,0,0,227,0,0,0,0,0,0,0,0,1146,0,0,0,0,93,22,7,1,0,0,0,1,354,1316,0,358,88,0,0,4,0,0,5,0,0,0,16,0,0,3,0,0,4,0,0,0,0,284,777,122,5,0,0,0,1,112,3,0,0,0,0,0,0,15,80,0,0,1,8,311,0,0,0,0,24,23,95,398,34,224,18,0,3,0,0,0,0,0,54,1,0,0,48,2,0,0,0,0,1,0,17,458,0,63,0,0,0,0,30,3,0,0,2,1,1,0,0,0,0,87,1,0,0,3,3,0,0,16,29,0,0,0,151,118,7,124,0,89,114,1,126,241,179,0,552,3,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,25,0,0,0,0,0,1,47,1,0,0,0,102,0,2,37,0,0,0,99,0,0,19,503,0,0,149,0,0,1074,0,1,1,1,1,0,0,0,74,0,0,0,16,1,1,0,109,0,0,0,158,6,5919,363,654,391,752,0,0,0,0,13,15,4,0,43,6,0,7,0,0,20
"Cancer16.2619",141,0,0,0,0,0,0,101,0,0,0,0,0,0,0,5,0,0,0,0,0,3,3,0,731,5,3,0,8,0,0,1,0,0,0,0,0,0,0,0,73,137,1,522,0,0,0,0,0,38,4,31,0,0,0,0,0,310,86,0,0,0,44,7,0,0,6,13,0,0,0,44,1,0,0,4,27,26,1,0,0,0,0,0,26,1,0,0,137,0,0,0,0,0,422,0,5,4,341,562,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,383,2,0,0,0,0,0,36,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,30,0,0,0,0,0,17,0,6,0,0,0,0,1,25,0,85,244,4,109,0,0,141,1651,0,117,0,8,4,0,34,0,0,0,1,0,4,0,0,0,45,0,0,1,0,0,0,0,0,1,0,0,53,0,0,0,0,0,0,22,400,0,28,0,0,20,0,0,9,104,2,0,0,0,0,0,45,0,5,8,0,0,0,0,0,0,0,42,244,226,0,0,0,0,4196,956,59,4431,2785,1873,0,0,0,130,2,0,0,0,0,0,2074,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,1,0,0,0,0,0,22,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,147,0,0,0,0,37,0,5,0,0,0,4,65,0,1,0,1546,0,0,0,1,46,0,0,0,0,0,0,53,1,0,0,0,0,13,0,0,1084,4945,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,321,127,0,0,7,0,110,0,225,86,0,493,0,1,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,140,0,0,18,459,0,105,0,0,0,2,0,3,0,0,0,6,0,0,1,0,0,0,185,0,0,54,0,0,51,0,65,0,0,0,271,0,7,0,0,0,0,0,0,0,0,3,667,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,84,0,1,0,0,0,0,599,82,0,0,97,0,0,356,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,2,0,0,8,1,0,3063,6042,108,42,0,0,0,0,163,0,0,0,8,0,0,0,0,0
"Cancer17.2625",332,0,0,0,0,0,0,36,0,83,0,4,0,0,0,2,0,0,0,4,1,0,56,0,181,2,0,0,24,0,0,0,44,0,2,0,0,0,0,0,12,20,1,27,12,0,0,0,0,5,0,6,0,0,1,96,0,3,0,0,0,0,218,2,0,0,3,0,0,0,0,0,0,0,159,8,1,1677,0,15,0,0,0,20,2,0,6,0,0,0,0,0,0,0,1157,67,6,2835,111,326,208,0,0,0,12,0,0,10,0,0,0,9,0,0,23,6,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,21,0,2,2,0,0,881,1,22,0,4,209,0,0,427,13,0,0,1,3,0,2,0,0,16,7,37,0,0,0,0,0,0,849,0,13,0,2,0,0,0,0,0,0,0,0,0,0,0,90,0,5,0,257,0,0,13,0,0,0,0,2,1,1,0,0,284,492,250,716,1,0,1,0,0,0,1,0,0,0,39,0,0,13,0,0,0,0,1746,483,4973,13,1672,456,76,0,1,20,1,6,0,1,3791,803,1132,8,254,0,0,0,0,0,0,0,26,0,0,0,0,0,0,110,0,0,0,0,0,0,605,0,0,0,0,0,0,188,0,0,0,1,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,1,0,0,5,2,0,2,2514,0,9,0,0,0,0,4,137,82,0,0,21,2,6,0,0,0,0,0,0,0,0,1,0,0,16,0,0,0,57,0,7,0,0,0,5,23,0,1,0,31,0,0,0,325,0,0,0,0,3,0,120,350,207,14,148,292,0,0,0,0,0,0,2,9,0,0,0,0,0,595,0,0,60,0,2,2048,0,0,0,0,0,1,0,10,0,0,1,0,0,0,0,0,0,0,9,483,0,0,2,0,0,0,0,0,0,0,44,0,12,0,0,0,0,82,1287,1560,5,368,78,0,3,0,412,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,1,0,0,0,155,71,8,0,0,1,0,270,65,95,0,1,0,0,0,0,119,0,0,0,0,20,0,0,0,0,0,1,0,0,0,0,4,0,0,0,21,0,1,0,0,0,4,0,1215,2,0,371,3,568,1792,0,0,0,0,7,6,14,0,0,0,0,1,0,52,0
"Cancer18.2629",87,10,15,0,0,0,0,9,0,35,0,0,0,0,0,0,0,0,0,1,0,51,333,139,0,3,0,0,11,0,3,0,4,289,0,0,0,0,4,0,92,37,14,51,0,0,41,0,0,7,0,18,0,0,34,46,59,8,1,0,7,0,649,0,131,0,1,1,18,0,0,2,2,0,115,0,38,25,0,0,0,0,49,0,2,0,1,0,0,0,121,0,0,0,335,14,19,9,5,165,4,0,0,0,11,0,0,1,0,0,62,25,0,0,1,3,0,0,1,0,0,0,0,0,0,6,0,0,7,0,0,0,20,52,69,0,0,0,0,2,77,0,0,0,0,0,0,16,0,8,0,0,0,276,0,5,23,5,0,0,0,163,0,14,0,0,38,47,85,109,44,33,9203,0,10,0,181,0,0,15,2,1,0,0,3,0,0,0,0,0,3,14,0,7,2,0,0,18,0,2,0,0,35,0,27,0,14,18,27,1,0,4,0,0,0,0,149,1,1,66,2381,72,0,135,290,65,3,0,0,0,0,0,0,0,0,0,536,5,9,0,0,0,0,932,284,44,18,1056,287,36,0,1,3,1,0,0,0,29,79,289,1,41,0,0,0,0,0,0,0,4,14,0,0,101,27,189,0,39,15,139,2,0,5,0,0,40,0,274,0,20,15,0,0,363,0,0,0,0,0,7,0,0,28,0,0,0,13,0,18,0,0,0,0,0,0,69,483,0,0,428,0,0,13,1,7,7,0,10,0,0,0,0,1,0,0,3,0,0,0,1,204,2,0,0,0,315,0,0,0,34,0,0,0,0,0,0,18,30,33,0,79,0,8,0,0,5,0,1,0,61,75,1,78,24,0,0,0,0,0,0,0,5,4,0,1,4,0,0,0,0,0,25,0,1,29,69,3,0,0,0,0,0,0,0,9,6,6,2,3,0,0,0,20,0,44,234,24,53,0,2,0,0,0,4,0,18,0,5,0,0,0,0,19,459,3,560,30,54,1,0,0,1,0,2,0,0,0,0,6,0,0,1,1,0,0,0,4,0,0,0,0,0,0,4,4,0,0,11,28,0,2,0,0,3,0,0,0,0,41,0,3,0,0,0,0,168,0,2,0,2,0,0,0,0,0,0,0,0,8,0,4,0,0,21,0,0,92,731,1,5,3231,135,317,0,0,0,0,8,19,0,0,0,1,0,12,8,0,5
"Cancer19.2633",0,0,0,4,0,1,0,29,1,0,0,0,0,0,0,119,0,0,0,0,35,0,0,0,1,11,12,0,0,0,1,2222,0,0,0,0,0,2292,0,3,3,2,0,2822,30,0,0,0,0,0,13,0,0,0,0,0,0,615,0,0,0,0,1,7,0,0,12,0,0,0,0,0,0,0,8,7,26,0,0,0,0,0,0,0,113,0,0,0,0,12,3,0,11264,4,2,0,11,13,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,89,1,0,72,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,113,0,1,17,6,0,0,3,0,2,0,11833,0,138,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,89,171,0,4,9,0,0,0,26,0,0,0,42,0,0,0,1,0,2,17,366,2,1,1,17,0,8,0,0,0,0,0,0,0,174,282,2,0,0,0,0,0,176,2136,52,57,26,133,0,0,0,87,3,1,0,0,2,3,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,1111,0,5,0,251,0,0,0,3,0,1384,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,804,1,0,0,0,0,2,1,0,1,0,182,0,0,0,0,0,0,0,0,3,0,15,0,0,0,0,0,2,0,0,0,162,0,12,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,0,0,0,0,0,0,0,74,1,2,0,0,0,0,0,0,0,0,0,9,1,81,0,0,0,8,1,0,0,0,248,0,284,0,0,2,0,0,0,0,42,0,0,0,0,0,1,0,2,2,1,3,0,6,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,8,0,21,8,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,192,0,0,0,0,1914,1,41,0,1680,2,8,2,0,21,0,7,49,0,0,0,0,0,1,0,0,0
"Cancer20.2667",139,0,0,0,0,0,0,0,0,53,0,6,0,0,0,5,0,0,0,0,0,2,1,0,0,35,0,0,0,0,0,0,20,0,0,6,1,0,108,0,964,7,1287,28,187,0,0,0,0,6,1,0,20,19,1,1,213,6,0,0,1,0,73,0,0,0,1,0,0,0,0,0,0,1,337,0,396,1410,1,0,0,0,9,26,0,0,6,0,48,0,0,0,0,0,560,19,3,0,685,925,31,0,0,0,13,459,116,0,0,0,0,9,1,7,24,0,0,0,2,8,0,0,0,0,0,23,1,0,378,0,0,0,48,0,0,0,0,0,0,234,0,0,1,0,0,115,56,14,0,17,0,0,0,1,16,10,0,12,3,0,80,89,0,4,0,821,46,0,41,59,366,232,0,0,0,0,0,0,0,24,8,1,0,0,3,0,0,0,0,1,9,34,1,0,0,0,0,0,1,0,0,397,153,0,138,0,427,0,100,0,0,45,0,0,5,0,0,0,0,37,1,1,0,138,415,4145,0,2,0,7,0,0,0,0,0,139,0,7,31,97,0,0,0,2563,3786,2016,9,1207,1112,0,619,119,2,0,0,0,0,872,611,1931,1,128,0,0,0,0,0,34,16,0,29,0,0,465,1,0,6,0,0,0,1,0,524,16,0,11,0,104,0,59,590,0,0,26,0,0,0,0,0,0,0,0,35,0,0,0,0,0,19,0,0,0,0,0,0,488,3,0,1036,0,0,0,7,2,0,0,115,0,0,57,0,0,1,0,529,0,0,48,0,0,354,0,0,1,0,0,0,52,0,0,0,0,32,0,0,0,0,0,0,0,0,0,26,0,0,0,0,1,0,211,564,107,0,56,0,0,0,0,0,0,0,9,0,46,0,0,1,0,647,0,215,22,0,0,733,88,19,2,0,0,0,0,6,25,3,21,0,5,0,0,0,2,507,0,12,0,2,9,0,1,1,0,0,34,0,0,0,1,0,0,0,0,52,2567,4499,725,188,692,0,59,0,3315,2,0,0,0,0,1,2,14,15,0,0,41,52,85,4,0,0,0,0,0,0,2,8,0,1,0,222,684,251,63,0,95,66,0,0,0,1067,0,0,0,35,1,0,0,0,7,0,1,0,0,0,0,19,1,126,0,2,0,1,0,0,0,27,0,2153,1,0,161,3646,524,390,2276,0,0,0,11,1,12,0,0,0,0,0,58,0,12
